UHMI,0140,68.877640,-179.393799,3,144.010,8169,0,193,0.000,68.868576,-179.375534,0,,
UHMI,0320,68.859512,-179.357269,3,324.010,8169,0,193,0.000,68.868576,-179.375534,0,,
