0J4,9,133.450,"CAIRNS"
0J6,0,0,"Headland Muni"
0J6,2,122.900,"HEADLAND MUN"
0J6,4,122.900,"HEADLAND MUN"
0J6,8,125.400,"CAIRNS"
0J6,9,125.400,"CAIRNS"
0J8,0,0,"Flying Ten"
0J8,2,122.900,"FLYING TEN"
0J8,4,122.900,"FLYING TEN"
0J9,0,0,"Flying V"
0J9,2,122.900,"FLYING V"
0J9,4,122.900,"FLYING V"
0K6,0,0,"Dobie's"
0K6,3,122.900,"DOBIE'S"
0K6,4,122.900,"DOBIE'S"
0K7,0,0,"Humboldt Muni"
0K7,3,122.800,"HUMBOLDT MUN"
0K7,4,122.800,"HUMBOLDT MUN"
0L4,0,0,"Lida Junction"
0L4,2,122.900,"LIDA JUNCTION"
0L4,4,122.900,"LIDA JUNCTION"
0L5,0,0,"Goldfield"
0L5,2,122.900,"GOLDFIELD"
0L5,4,122.900,"GOLDFIELD"
0L7,0,0,"Jean"
0L7,2,122.900,"JEAN"
0L7,4,122.900,"JEAN"
0L8,0,0,"Heart"
0L8,2,122.900,"HEART"
0L8,4,122.900,"HEART"
0L9,0,0,"Echo Bay"
0L9,3,122.800,"ECHO BAY"
0L9,4,122.800,"ECHO BAY"
0M0,0,0,"Billy Free Muni"
0M0,3,122.800,"FREE MUN"
0M0,4,122.800,"FREE MUN"
0M0,10,135.875,"MEMPHIS"
0M1,0,0,"Scott"
0M1,3,122.800,"SCOTT"
0M1,4,122.800,"SCOTT"
0M1,10,125.850,"MEMPHIS"
0M2,0,0,"Reelfoot Lake"
0M2,2,122.900,"REELFOOT LAKE"
0M2,4,122.900,"REELFOOT LAKE"
0M3,0,0,"John A Baker Fld"
0M3,3,122.800,"BAKER"
0M3,4,122.800,"BAKER"
0M3,10,125.850,"MEMPHIS"
0M4,0,0,"Benton County"
0M4,3,122.800,"BENTON CO"
0M4,4,122.800,"BENTON CO"
0M4,10,125.850,"MEMPHIS"
0M5,0,0,"Humphreys County"
0M5,3,122.800,"HUMPHREYS CO"
0M5,4,122.800,"HUMPHREYS CO"
0M5,10,125.850,"MEMPHIS"
0M8,0,0,"Byerley"
0M8,2,122.900,"BYERLEY"
0M8,4,122.900,"BYERLEY"
0M8,10,132.500,"MEMPHIS"
0M9,0,0,"Delhi Mun"
0M9,2,122.900,"DELHI MUN"
0M9,4,122.900,"DELHI MUN"
0N0,0,0,"Roosterville"
0N0,3,122.800,"ROOSTERVILLE"
0N0,4,122.800,"ROOSTERVILLE"
0N4,0,0,"Chandelle Estates"
0N4,2,122.700,"ACTIVATE LIGHTS ONLY"
0N4,3,122.800,"CHANDELLE ESTATES"
0N4,4,122.800,"CHANDELLE ESTATES"
0N6,0,0,"Henderson Aviation"
0N6,3,123.000,"HENDERSON AVIATION"
0N6,4,123.000,"HENDERSON AVIATION"
0O2,0,0,"Baker"
0O2,2,122.900,"BAKER"
0O2,4,122.900,"BAKER"
0O4,0,0,"Corning Muni"
0O4,3,123.000,"CORNING MUN"
0O4,4,123.000,"CORNING MUN"
0O9,0,0,"Ward"
0O9,2,122.900,"WARD"
0O9,4,122.900,"WARD"
0OH8,0,0,"Fry"
0OH8,8,118.425,"COLUMBUS"
0OH8,9,118.425,"COLUMBUS"
0P1,0,0,"Van-Pak"
0P1,2,122.900,"VAN-PAK"
0P1,4,122.900,"VAN-PAK"
0Q3,0,0,"Sonoma Valley"
0Q3,2,122.900,"SONOMA VALLEY"
0Q3,4,122.900,"SONOMA VALLEY"
0Q4,0,0,"Selma"
0Q4,3,122.800,"SELMA"
0Q4,4,122.800,"SELMA"
0Q5,0,0,"Shelter Cove"
0Q5,2,122.900,"SHELTER COVE"
0Q5,4,122.900,"SHELTER COVE"
0Q6,0,0,"Shingletown"
0Q6,2,122.900,"SHINGLETOWN"
0Q6,4,122.900,"SHINGLETOWN"
0Q9,0,0,"Sonoma Skypark"
0Q9,3,122.800,"SONOMA SKYPARK"
0Q9,4,122.800,"SONOMA SKYPARK"
0R0,0,0,"Columbia-Marion County"
0R0,3,122.800,"COLUMBIA-MARION CO"
0R0,4,122.800,"COLUMBIA-MARION CO"
0R0,10,133.500,"HOUSTON"
0R1,0,0,"Atmore Muni"
0R1,3,122.800,"ATMORE MUN"
0R1,4,122.800,"ATMORE MUN"
0R2,0,0,"Lincoln Mun"
0R2,2,122.900,"LINCOLN MUN"
0R2,4,122.900,"LINCOLN MUN"
0R4,0,0,"Concordia Parish"
0R4,2,122.900,"ACTIVATE LIGHTS ONLY"
0R4,3,122.800,"CONCORDIA PARISH"
0R4,4,122.800,"CONCORDIA PARISH"
0R5,0,0,"David G Joyce"
0R5,3,122.700,"JOYCE"
0R5,4,122.700,"JOYCE"
0R5,8,132.050,"POLK"
0R5,9,132.050,"POLK"
0R7,0,0,"The Red River"
0R7,2,122.800,"ACTIVATE LIGHTS ONLY"
0R7,2,122.900,"THE RED RIVER"
0R7,4,122.900,"THE RED RIVER"
0R9,0,0,"Plainville"
0R9,2,122.900,"PLAINVILLE"
0R9,4,122.900,"PLAINVILLE"
0S0,0,0,"Lind"
0S0,2,122.900,"LIND"
0S0,4,122.900,"LIND"
0S1,0,0,"Meadow Creek Usfs"
0S1,2,122.900,"MEADOW CREEK USFS"
0S1,4,122.900,"MEADOW CREEK USFS"
0S5,0,0,"Nez Perce Mun"
0S5,2,122.900,"NEZ PERCE MUN"
0S5,4,122.900,"NEZ PERCE MUN"
0S7,0,0,"Dorothy Scott"
0S7,2,122.900,"SCOTT"
0S7,4,122.900,"SCOTT"
0S9,0,0,"Jefferson Co Intl"
0S9,3,123.000,"JEFFERSON CO INTL"
0S9,4,123.000,"JEFFERSON CO INTL"
0T3,0,0,"Twin City"
0T3,2,122.800,"ACTIVATE LIGHTS ONLY"
0T3,2,122.900,"TWIN CITY"
0T3,4,122.900,"TWIN CITY"
0TX1,0,0,"Pecan Plantation"
0TX1,3,122.975,"PECAN PLANTATION"
0U0,0,0,"Landmark Usfs"
0U0,2,122.900,"LANDMARK USFS"
0U0,4,122.900,"LANDMARK USFS"
0U1,0,0,"Warm Springs Creek"
0U1,2,122.900,"WARM SPRINGS CREEK"
0U1,4,122.900,"WARM SPRINGS CREEK"
0U2,0,0,"Copper Basin"
0U2,2,122.900,"COPPER BASIN"
0U2,4,122.900,"COPPER BASIN"
0U3,0,0,"Mahoney Creek USFS"
0U3,2,122.900,"MAHONEY CREEK USFS"
0U3,4,122.900,"MAHONEY CREEK USFS"
0U7,0,0,"Hollow Top"
0U7,2,122.900,"HOLLOW TOP"
0U7,4,122.900,"HOLLOW TOP"
0U8,0,0,"May"
0U8,2,122.900,"MAY"
0U8,4,122.900,"MAY"
0U9,0,0,"Lee Williams Memorial"
0U9,2,122.900,"WILLIAMS MEML"
0U9,4,122.900,"WILLIAMS MEML"
0U9,11,122.350,"BOISE"
0V3,0,0,"Pioneer Village"
0V3,3,122.700,"PIONEER VILLAGE"
0V3,4,122.700,"PIONEER VILLAGE"
0V3,10,119.400,"MINNEAPOLIS"
0V4,0,0,"Brookneal-Campbell Co"
0V4,3,122.700,"BROOKNEAL-CAMPBELL CO"
0V4,4,122.700,"BROOKNEAL-CAMPBELL CO"
0V4,8,125.475,"ROANOKE"
0V4,8,135.000,"ROANOKE"
0V4,9,125.475,"ROANOKE"
0V4,9,135.000,"ROANOKE"
0V6,0,0,"Mission Sioux"
0V6,2,122.900,"MISSION SIOUX"
0V6,4,122.900,"MISSION SIOUX"
0V7,0,0,"Kayenta"
0V7,2,122.900,"KAYENTA"
0V7,4,122.900,"KAYENTA"
0V7,11,122.450,"PRESCOTT"
0VG,0,0,"Lee Co"
0VG,2,122.900,"LEE CO"
0VG,4,122.900,"LEE CO"
0W3,0,0,"Harford Co"
0W3,3,122.800,"HARFORD CO"
0W3,4,122.800,"HARFORD CO"
0W3,8,126.750,"POTOMAC"
0W3,9,126.750,"POTOMAC"
0Y6,0,0,"Lake Mills Mun"
0Y6,2,122.900,"LAKE MILLS MUN"
0Y6,4,122.900,"LAKE MILLS MUN"
10AK,0,0,"Hunt Strip"
10AK,11,122.800,"HUNT STRIP"
10C,0,0,"Galt"
