EG03,0070,51.547398,-2.308564,482,71,3436,0
EG03,0250,51.550457,-2.294227,482,251,3436,0
EG07,0040,52.499424,-0.596766,331,38,5704,0
EG07,0080,52.499310,-0.596282,331,87,2363,0
EG07,0140,52.504223,-0.597334,331,141,4046,0
EG07,0220,52.512363,-0.582316,331,218,5704,0
EG07,0260,52.500072,-0.585709,331,267,2363,0
EG07,0320,52.496044,-0.585014,331,321,4046,0
EG20,0030,52.470566,-1.449714,327,34,1774,0
EG20,0210,52.474609,-1.445273,327,214,1774,0
EG32,0010,52.885475,-0.901867,118,2,4510,0
EG32,0070,52.893005,-0.910124,118,61,3746,0
EG32,0190,52.897835,-0.901007,118,182,4510,0
EG32,0250,52.897919,-0.895166,118,241,3746,0
EG34,0070,52.000446,-2.478275,133,65,2428,0
EG34,0250,52.003284,-2.468491,133,245,2428,0
EG40,0040,52.285416,-2.139457,146,42,2996,0
EG40,0220,52.291496,-2.130412,146,222,2996,0
EG74,0060,52.483643,-1.150398,467,58,10010,0
EG74,0240,52.499153,-1.113192,467,238,10010,0
EG81,0060,53.042767,-0.337723,31,62,2436,0
EG81,0240,53.045948,-0.327947,31,242,2436,0
EGAG,0150,51.797005,-2.996726,207,147,2103,0
EGAG,0330,51.792168,-2.991639,207,327,2103,0
EGAN,0110,51.265160,-1.466387,579,106,2240,0
EGAN,0290,51.263458,-1.456952,579,286,2240,0
EGAW,0090,52.706688,-1.757372,191,87,1541,0
EGAW,0270,52.706879,-1.750402,191,267,1541,0
EGAZ,0040,52.840199,-2.937765,287,34,2275,0
EGAZ,0150,52.845406,-2.931215,287,150,2482,0
EGAZ,0220,52.845371,-2.931978,287,214,2275,0
EGAZ,0330,52.839531,-2.925509,287,330,2482,0
EGBB,0150,52.465649,-1.761174,315,149,10002,0
EGBB,0330,52.442944,-1.735898,315,329,10002,0
EGBD,0050,52.857830,-1.618559,173,52,1675,0
EGBD,0170,52.862289,-1.618281,173,175,1797,0
EGBD,0230,52.860905,-1.612900,173,232,1675,0
EGBD,0350,52.857422,-1.616987,173,355,1797,0
EGBE,0050,52.364857,-1.488443,266,51,5989,0
EGBE,0230,52.376003,-1.468680,266,231,5989,0
EGBF,0080,52.231678,-0.454187,271,82,3548,0
EGBF,0260,52.233273,-0.438512,271,262,3548,0
EGBG,0040,52.603790,-1.030203,463,43,1612,0
EGBG,0100,52.608295,-1.038925,463,100,3065,0
EGBG,0150,52.607765,-1.033971,463,153,1617,0
EGBG,0220,52.607224,-1.025619,463,223,1612,0
EGBG,0280,52.607410,-1.025157,463,280,3065,0
EGBG,0330,52.603951,-1.030247,463,333,1617,0
EGBI,0050,52.135956,-1.854352,130,50,2214,0
EGBI,0230,52.139847,-1.846751,130,230,2214,0
EGBJ,0041,51.888599,-2.168127,84,38,3236,0
EGBJ,0090,51.893364,-2.177586,84,87,4700,0
EGBJ,0180,51.896786,-2.166265,84,177,2629,0
EGBJ,0222,51.895908,-2.159958,84,218,3236,0
EGBJ,0270,51.894798,-2.156824,84,267,4700,0
EGBJ,0360,51.889614,-2.165027,84,357,2629,0
EGBK,0031,52.301010,-0.796140,399,27,4106,0
EGBK,0032,52.302368,-0.793464,399,28,2208,0
EGBK,0050,52.302780,-0.793760,399,55,1978,0
EGBK,0211,52.307869,-0.789332,399,208,2208,0
EGBK,0212,52.311264,-0.788509,399,207,4106,0
EGBK,0230,52.306129,-0.786779,399,235,1978,0
EGBL,0020,52.138912,-1.749871,141,18,1775,0
EGBL,0040,52.140446,-1.753383,141,39,2428,0
EGBL,0160,52.142487,-1.752390,141,162,1884,0
EGBL,0200,52.143536,-1.747371,141,198,1775,0
EGBL,0220,52.145634,-1.746584,141,219,2428,0
EGBL,0340,52.137581,-1.749729,141,342,1884,0
EGBM,0040,52.810154,-1.772248,425,31,3099,0
EGBM,0080,52.812523,-1.773222,425,76,3887,0
EGBM,0220,52.817631,-1.765554,425,211,3099,0
EGBM,0260,52.815582,-1.756322,425,256,3887,0
EGBN,0030,52.916660,-1.079579,107,31,2673,0
EGBN,0090,52.920643,-1.085418,107,92,2751,0
EGBN,0210,52.923107,-1.073790,107,211,2673,0
EGBN,0270,52.920834,-1.072907,107,272,2751,0
EGBO,0040,52.515461,-2.267639,273,41,2131,0
EGBO,0100,52.517319,-2.269066,273,101,3313,0
EGBO,0160,52.521973,-2.262915,273,160,3743,0
EGBO,0220,52.520153,-2.261916,273,221,2131,0
EGBO,0280,52.516243,-2.254238,273,281,3313,0
EGBO,0340,52.512596,-2.256046,273,340,3743,0
EGBP,0080,51.666569,-2.071104,427,83,6467,0
EGBP,0081,51.668587,-2.059471,427,83,1831,0
EGBP,0260,51.669529,-2.042903,427,263,6467,0
EGBP,0262,51.669434,-2.051488,427,263,1831,0
EGBQ,0100,50.724785,-2.637768,684,97,1690,0
EGBQ,0280,50.724220,-2.630500,684,277,1690,0
EGBS,0080,52.241062,-2.888700,309,87,3049,0
EGBS,0081,52.241627,-2.888459,309,87,2828,0
EGBS,0260,52.242138,-2.875155,309,267,3049,0
EGBS,0262,52.242619,-2.875894,309,267,2828,0
EGBT,0090,52.040695,-1.102035,428,91,2810,0
EGBT,0270,52.040939,-1.089511,428,271,2810,0
EGBU,0060,52.892918,-0.910320,117,61,3832,0
EGBU,0180,52.897892,-0.901005,117,182,4866,0
EGBU,0240,52.897968,-0.895042,117,241,3832,0
EGBU,0360,52.884556,-0.901881,117,2,4866,0
EGBW,0050,52.187237,-1.617568,156,48,1924,0
EGBW,0180,52.196304,-1.614845,156,179,2993,0
EGBW,0230,52.190952,-1.611459,156,228,1924,0
EGBW,0360,52.188110,-1.613955,156,359,2993,0
EGBX,0160,50.752781,-2.760577,131,162,1526,0
EGBX,0340,50.748791,-2.758581,131,342,1526,0
EGBZ,0090,51.003441,-3.247634,225,89,2660,0
EGBZ,0270,51.003532,-3.236040,225,269,2660,0
EGCA,0100,53.305172,-1.431946,711,103,1800,0
EGCA,0280,53.304035,-1.423905,711,283,1800,0
EGCC,0051,53.345066,-2.292917,219,55,10026,0
EGCC,0052,53.331936,-2.310738,219,55,10796,0
EGCC,0231,53.350590,-2.272214,219,235,10796,0
EGCC,0232,53.362362,-2.257091,219,235,10026,0
EGCE,0070,53.268925,-3.361992,642,69,2840,0
EGCE,0250,53.271671,-3.349804,642,249,2840,0
EGCI,0040,50.971344,-1.250067,192,40,1570,0
EGCI,0220,50.974625,-1.245634,192,220,1570,0
EGCL,0080,52.735901,-0.036769,6,83,2589,0
EGCL,0180,52.742268,-0.029791,6,184,2102,0
EGCL,0260,52.737144,-0.025221,6,263,2589,0
EGCL,0360,52.736500,-0.029964,6,4,2102,0
EGCP,0030,50.970390,-1.251404,191,41,2042,0
EGCP,0210,50.974640,-1.245608,191,221,2042,0
EGCQ,0100,51.496864,-1.712776,562,97,1846,0
EGCQ,0180,51.496685,-1.712779,562,176,1972,0
EGCQ,0280,51.496216,-1.704709,562,277,1846,0
EGCQ,0360,51.491283,-1.712219,562,356,1972,0
EGCR,0020,51.701950,-2.134935,597,23,4874,0
EGCR,0080,51.705368,-2.139408,597,82,3305,0
EGCR,0200,51.714249,-2.126470,597,203,4874,0
EGCR,0260,51.706589,-2.124913,597,262,3305,0
EGCS,0090,53.380947,-0.691481,51,90,2718,0
EGCS,0270,53.381428,-0.679008,51,270,2718,0
EGCV,0050,52.831532,-2.775705,272,49,3456,0
EGCV,0180,52.836464,-2.770336,272,183,2519,0
EGCV,0230,52.838215,-2.764571,272,229,3456,0
EGCV,0360,52.829559,-2.770058,272,3,2519,0
EGCW,0040,52.624889,-3.157605,233,39,3316,0
EGCW,0220,52.632336,-3.148995,233,219,3316,0
EGCY,0110,52.586502,-0.338075,117,110,3842,0
EGCY,0290,52.582970,-0.321736,117,290,3842,0
EGCZ,0090,52.974590,-0.076121,8,90,1903,0
EGCZ,0270,52.974545,-0.067452,8,270,1903,0
EGDB,0060,52.026180,-1.213805,484,52,2273,0
EGDB,0090,52.026634,-1.211933,484,90,2395,0
EGDB,0140,52.031845,-1.208064,484,135,2247,0
EGDB,0240,52.030010,-1.205812,484,232,2273,0
EGDB,0270,52.026657,-1.201256,484,270,2395,0
EGDB,0320,52.027512,-1.200941,484,315,2247,0
EGDD,0050,51.912655,-1.134558,259,50,3157,0
EGDD,0120,51.919838,-1.137269,259,116,3026,0
EGDD,0170,51.920380,-1.134817,259,167,3038,0
EGDD,0230,51.918232,-1.123820,259,230,3157,0
EGDD,0300,51.916161,-1.125204,259,296,3026,0
EGDD,0350,51.912270,-1.131706,259,347,3038,0
EGDE,0090,51.985516,-1.069021,400,91,3913,0
EGDE,0270,51.985241,-1.051599,400,271,3913,0
EGDF,0100,53.305355,-1.433485,712,103,2156,0
EGDF,0280,53.304043,-1.423836,712,283,2156,0
EGDG,0100,51.308178,-1.677415,629,98,1690,0
EGDG,0280,51.307575,-1.670063,629,278,1690,0
EGDI,0030,50.961128,-2.942189,119,31,4163,0
EGDI,0090,50.962399,-2.951945,119,92,5933,0
EGDI,0160,50.968987,-2.939504,119,169,3790,0
EGDI,0210,50.971542,-2.934761,119,211,4163,0
EGDI,0270,50.963848,-2.926208,119,272,5933,0
EGDI,0340,50.959106,-2.934356,119,349,3790,0
EGDK,0160,52.215763,-0.703161,300,156,1853,0
EGDK,0340,52.211109,-0.699823,300,336,1853,0
EGDL,0060,51.502155,-2.010911,456,63,7795,0
EGDL,0120,51.510128,-2.001989,456,125,4739,0
EGDL,0180,51.511448,-1.989909,456,178,5973,0
EGDL,0240,51.512829,-1.981145,456,243,7795,0
EGDL,0300,51.503216,-1.984305,456,305,4739,0
EGDL,0360,51.495129,-1.987583,456,358,5973,0
EGDM,0050,51.144077,-1.768573,378,53,10533,0
EGDM,0051,51.150600,-1.759156,378,53,2512,0
EGDM,0170,51.161491,-1.733674,378,170,6234,0
EGDM,0230,51.162617,-1.733248,378,233,10533,0
EGDM,0232,51.155033,-1.750743,378,233,2512,0
EGDM,0350,51.144859,-1.727344,378,350,6234,0
EGDN,0040,51.245579,-1.757914,434,44,2948,0
EGDN,0110,51.250000,-1.763911,434,112,4205,0
EGDN,0220,51.251705,-1.749486,434,224,2948,0
EGDN,0290,51.246384,-1.746415,434,292,4205,0
EGDT,0040,51.503567,-1.804745,634,30,4747,0
EGDT,0090,51.506023,-1.808741,634,81,3513,0
EGDT,0170,51.510937,-1.803688,634,164,3923,0
