EGDT,0220,51.514851,-1.794296,634,210,4747,0
EGDT,0270,51.507481,-1.793437,634,261,3513,0
EGDT,0350,51.500568,-1.799041,634,344,3923,0
EGDU,0050,52.297436,-2.472262,646,48,1538,0
EGDU,0230,52.300274,-2.467153,646,228,1538,0
EGDX,0070,51.402908,-3.445395,148,77,5804,0
EGDX,0250,51.407555,-3.420984,148,257,5804,0
EGDY,0040,51.003731,-2.644105,66,41,4724,0
EGDY,0080,51.007000,-2.661584,66,87,7542,0
EGDY,0220,51.014061,-2.631677,66,221,4724,0
EGDY,0260,51.009533,-2.628952,66,267,7542,0
EGDZ,0060,52.004749,-0.939299,274,64,1810,0
EGDZ,0240,52.006931,-0.932054,274,244,1810,0
EGEE,0080,53.009789,-1.061396,308,76,1899,0
EGEE,0260,53.011047,-1.052996,308,256,1899,0
EGEI,0070,51.340733,-2.525971,593,69,1845,0
EGEI,0250,51.342510,-2.518384,593,249,1845,0
EGEJ,0090,52.698311,-1.356957,546,85,1902,0
EGEJ,0270,52.698769,-1.348381,546,265,1902,0
EGEK,0040,53.003422,-1.659104,606,43,1655,0
EGEK,0220,53.006756,-1.653983,606,223,1655,0
EGEQ,0060,51.999271,-2.361034,177,60,2249,0
EGEQ,0240,52.002369,-2.352370,177,240,2249,0
EGEV,0050,52.650333,-0.574754,277,50,2278,0
EGEV,0230,52.654385,-0.566909,277,230,2278,0
EGFD,0060,52.121155,-0.122523,215,59,2719,0
EGFD,0240,52.124969,-0.112085,215,239,2719,0
EGFF,0120,51.401379,-3.358453,209,121,7696,0
EGFF,0300,51.391865,-3.328247,209,301,7696,0
EGFG,0080,52.019321,-0.172104,199,77,1929,0
EGFG,0260,52.020527,-0.163733,199,257,1929,0
EGFK,0060,52.240112,-0.372493,219,62,4792,0
EGFK,0120,52.243034,-0.373506,219,122,3255,0
EGFK,0180,52.244926,-0.364111,219,182,2828,0
EGFK,0240,52.246361,-0.353609,219,242,4792,0
EGFK,0300,52.238327,-0.361116,219,302,3255,0
EGFK,0360,52.237175,-0.364652,219,2,2828,0
EGFM,0090,52.125374,-1.175239,498,88,2652,0
EGFM,0270,52.125664,-1.163399,498,268,2652,0
EGFU,0070,50.914646,-2.187649,477,71,1653,0
EGFU,0250,50.916088,-2.180832,477,251,1653,0
EGGB,0010,50.981514,-1.992076,546,7,2602,0
EGGB,0070,50.983482,-1.991547,546,65,1521,0
EGGB,0190,50.988602,-1.990736,546,187,2602,0
EGGB,0250,50.985229,-1.985529,546,245,1521,0
EGGD,0090,51.382099,-2.733585,607,90,6596,0
EGGD,0270,51.383228,-2.704652,607,270,6596,0
EGGK,0080,51.059208,-0.597855,150,78,2402,0
EGGK,0260,51.060627,-0.587618,150,258,2402,0
EGGO,0030,51.547638,-1.105555,216,33,2534,0
EGGO,0140,51.552036,-1.099809,216,143,1708,0
EGGO,0210,51.553474,-1.099493,216,213,2534,0
EGGO,0320,51.548306,-1.095255,216,323,1708,0
EGGP,0090,53.332851,-2.867000,69,90,7507,0
EGGP,0270,53.334431,-2.832619,69,270,7507,0
EGGQ,0070,51.947186,-0.101809,365,67,1582,0
EGGQ,0250,51.948917,-0.095351,365,247,1582,0
EGGW,0070,51.872002,-0.383608,511,77,7088,0
EGGW,0250,51.877251,-0.353286,511,257,7088,0
EGHA,0080,50.966476,-2.159207,804,80,2616,0
EGHA,0260,50.968079,-2.148102,804,260,2616,0
EGHF,0050,50.811115,-1.213879,31,48,4328,0
EGHF,0100,50.812386,-1.213930,31,98,3096,0
EGHF,0170,50.819065,-1.199798,31,170,2784,0
EGHF,0230,50.819492,-1.200564,31,228,4328,0
EGHF,0280,50.811615,-1.200546,31,278,3096,0
EGHF,0350,50.811619,-1.197105,31,350,2784,0
EGHG,0090,50.940220,-2.668432,183,96,4837,0
EGHG,0270,50.939808,-2.647387,183,276,4837,0
EGHH,0080,50.777466,-1.858119,34,78,7452,0
EGHH,0260,50.782669,-1.826858,34,258,7452,0
EGHI,0020,50.942940,-1.360870,38,22,5651,0
EGHI,0200,50.957565,-1.352722,38,202,5651,0
EGHJ,0120,50.679810,-1.114787,28,121,2737,0
EGHJ,0300,50.676277,-1.104334,28,301,2737,0
EGHK,0060,52.114338,-3.200302,828,59,2222,0
EGHK,0240,52.117481,-3.191797,828,239,2222,0
EGHL,0050,51.181622,-1.038431,590,50,3958,0
EGHL,0090,51.186852,-1.043534,590,89,5527,0
EGHL,0160,51.188511,-1.037830,590,158,3367,0
EGHL,0230,51.188999,-1.025721,590,230,3958,0
EGHL,0270,51.188034,-1.019420,590,269,5527,0
EGHL,0340,51.180111,-1.031718,590,338,3367,0
EGHN,0050,50.650051,-1.186838,37,48,2977,0
EGHN,0230,50.655842,-1.177756,37,228,2977,0
EGHO,0070,51.209229,-1.604302,301,70,3178,0
EGHO,0120,51.211967,-1.603732,301,126,2483,0
EGHO,0250,51.212646,-1.591500,301,250,3178,0
EGHO,0300,51.208290,-1.594583,301,306,2483,0
EGHP,0030,51.194374,-1.232942,510,33,2788,0
EGHP,0080,51.192146,-1.243647,510,79,2891,0
EGHP,0210,51.200974,-1.226781,510,213,2788,0
EGHP,0260,51.194115,-1.231391,510,259,2891,0
EGHR,0060,50.858288,-0.764309,103,60,2791,0
EGHR,0100,50.863171,-0.764721,103,106,2614,0
EGHR,0140,50.863735,-0.765253,103,142,4294,0
EGHR,0240,50.862446,-0.754129,103,240,2791,0
EGHR,0280,50.861523,-0.753667,103,286,2614,0
EGHR,0320,50.854839,-0.753026,103,322,4294,0
EGHS,0070,50.983807,-2.361321,172,66,2483,0
EGHS,0250,50.986904,-2.351687,172,246,2483,0
EGHV,0010,53.301113,-1.731643,1297,6,3417,0
EGHV,0100,53.306446,-1.733490,1297,101,1525,0
EGHV,0190,53.310429,-1.729890,1297,186,3417,0
EGHV,0280,53.305637,-1.726622,1297,281,1525,0
EGIG,0060,52.826008,-2.209484,311,62,3064,0
EGIG,0240,52.829937,-2.197186,311,242,3064,0
EGII,0110,52.316090,-0.875384,331,110,1548,0
EGII,0290,52.314663,-0.868844,331,290,1548,0
EGIR,0090,52.259281,-0.659931,309,85,1889,0
EGIR,0270,52.259716,-0.651495,309,265,1889,0
EGIU,0010,51.874222,-1.226747,249,9,3205,0
EGIU,0050,51.875408,-1.228740,249,50,3468,0
EGIU,0090,51.879467,-1.225426,249,94,3725,0
EGIU,0190,51.882912,-1.224552,249,189,3205,0
EGIU,0230,51.881489,-1.216892,249,230,3468,0
EGIU,0270,51.878727,-1.208918,249,274,3725,0
EGIV,0010,51.306438,-2.111821,179,13,4183,0
EGIV,0060,51.310543,-2.122458,179,58,5874,0
EGIV,0120,51.315617,-2.122387,179,122,3532,0
EGIV,0190,51.317616,-2.107680,179,193,4183,0
EGIV,0240,51.319050,-2.100567,179,238,5874,0
EGIV,0300,51.310452,-2.109275,179,302,3532,0
EGIW,0050,52.082237,-1.474474,622,47,2292,0
EGIW,0160,52.088696,-1.478512,622,163,1677,0
EGIW,0230,52.086540,-1.467014,622,227,2292,0
EGIW,0340,52.084293,-1.476355,622,343,1677,0
EGIX,0070,51.148693,-0.814282,208,69,3102,0
EGIX,0250,51.151775,-0.801640,208,249,3102,0
EGIY,0150,52.102039,-1.383361,526,145,2195,0
EGIY,0330,52.097095,-1.377769,526,325,2195,0
EGJD,0080,53.209877,-3.392912,141,82,2867,0
EGJD,0260,53.210991,-3.379914,141,262,2867,0
EGJM,0070,52.105198,-2.457983,351,71,1683,0
EGJM,0250,52.106663,-2.450855,351,251,1683,0
EGJX,0160,52.405106,-2.356653,368,151,1650,0
EGJX,0340,52.401154,-2.353045,368,331,1650,0
EGKA,0020,50.831200,-0.300002,6,24,3445,0
EGKA,0060,50.832500,-0.300495,6,65,3050,0
EGKA,0130,50.838337,-0.294506,6,127,1795,0
EGKA,0200,50.839989,-0.294507,6,204,3445,0
EGKA,0240,50.836246,-0.288648,6,245,3050,0
EGKA,0310,50.835522,-0.288112,6,307,1795,0
EGKC,0050,50.799183,-0.661726,2,37,1996,0
EGKC,0230,50.803532,-0.656465,2,217,1996,0
EGKK,0081,51.146866,-0.212638,195,81,8402,0
EGKK,0082,51.145069,-0.212394,195,81,10882,0
EGKK,0261,51.151478,-0.165922,195,261,10882,0
EGKK,0262,51.151802,-0.176752,195,261,8402,0
EGKN,0020,51.301857,-0.096159,554,23,3302,0
EGKN,0120,51.305733,-0.100811,554,123,2111,0
EGKN,0200,51.310211,-0.090561,554,203,3302,0
EGKN,0300,51.302589,-0.093034,554,303,2111,0
EGKO,0080,52.437794,-1.051277,503,82,4584,0
EGKO,0150,52.441254,-1.050964,503,152,1672,0
EGKO,0260,52.439648,-1.030877,503,262,4584,0
EGKO,0330,52.437210,-1.047415,503,332,1672,0
EGKR,0070,51.210682,-0.142640,206,78,1597,0
EGKR,0081,51.213573,-0.143320,206,77,2242,0
EGKR,0082,51.212521,-0.144906,206,78,2940,0
EGKR,0180,51.218975,-0.140660,206,184,2790,0
EGKR,0250,51.211842,-0.135898,206,258,1597,0
EGKR,0261,51.214664,-0.132496,206,258,2940,0
EGKR,0262,51.215229,-0.133866,206,257,2242,0
EGKR,0360,51.211323,-0.140885,206,4,2790,0
EGKY,0150,52.163925,-2.947446,390,151,1600,0
EGKY,0330,52.160095,-2.943947,390,331,1600,0
EGKZ,0030,52.366150,-0.635881,291,31,1998,0
EGKZ,0210,52.370827,-0.631208,291,211,1998,0
EGLD,0060,51.586632,-0.517859,245,62,2547,0
EGLD,0120,51.589718,-0.516435,245,121,1784,0
EGLD,0240,51.590210,-0.508199,245,242,2547,0
EGLD,0300,51.587414,-0.509489,245,301,1784,0
EGLF,0060,51.269867,-0.793980,222,65,8498,0
EGLF,0240,51.280846,-0.761111,222,245,8498,0
EGLG,0110,51.803486,-0.164496,259,113,3206,0
EGLG,0290,51.800480,-0.151132,259,293,3206,0
EGLJ,0060,51.675373,-1.091552,229,60,4176,0
EGLJ,0120,51.679035,-1.096018,229,127,5819,0
EGLJ,0180,51.682030,-1.077399,229,180,4616,0
EGLJ,0240,51.681690,-1.076143,229,240,4176,0
EGLJ,0300,51.670078,-1.074712,229,307,5819,0
EGLJ,0360,51.669380,-1.076495,229,0,4616,0
EGLK,0070,51.322109,-0.856690,323,75,4224,0
EGLK,0140,51.330673,-0.849289,323,130,2799,0
EGLK,0250,51.325771,-0.839101,323,255,4224,0
EGLK,0320,51.326065,-0.839457,323,310,2799,0
EGLL,0091,51.477463,-0.489545,77,93,12822,0
EGLL,0092,51.464741,-0.486856,77,93,12008,0
EGLL,0271,51.464931,-0.433987,77,273,12008,0
EGLL,0272,51.477646,-0.433076,77,273,12822,0
EGLM,0030,51.495724,-0.775175,122,29,3376,0
EGLM,0070,51.498619,-0.781712,122,68,3667,0
EGLM,0110,51.499649,-0.779773,122,113,3035,0
EGLM,0210,51.504032,-0.768617,122,209,3376,0
EGLM,0250,51.502937,-0.767121,122,248,3667,0
EGLM,0290,51.496811,-0.767200,122,293,3035,0
EGLP,0060,51.382515,-1.174702,195,61,1841,0
EGLP,0240,51.384933,-1.167600,195,241,1841,0
EGLS,0060,51.096081,-1.790396,259,58,3174,0
EGLS,0240,51.101101,-1.779065,259,238,3174,0
EGLU,0100,53.369118,-2.480440,155,98,1705,0
EGLU,0280,53.368477,-2.472676,155,278,1705,0
EGME,0080,51.127640,-2.255050,691,79,4115,0
EGME,0260,51.129868,-2.237417,691,259,4115,0
EGMJ,0100,52.167076,-0.158116,234,104,2010,0
EGMJ,0280,52.166046,-0.149286,234,284,2010,0
EGMO,0090,52.558132,-0.623637,348,86,1549,0
EGMO,0130,52.562344,-0.620391,348,131,1898,0
EGMO,0270,52.558414,-0.616663,348,266,1549,0
EGMO,0310,52.558918,-0.613939,348,311,1898,0
EGMP,0050,51.055241,-2.236702,272,45,1813,0
EGMP,0230,51.058781,-2.231144,272,225,1813,0
EGMR,0070,51.389339,-1.736578,628,65,1521,0
EGMR,0250,51.391125,-1.730533,628,245,1521,0
EGMS,0060,52.668579,-1.524682,348,62,1617,0
EGMS,0240,52.670677,-1.518241,348,242,1617,0
EGMU,0070,52.502369,-2.566303,680,65,1852,0
EGMU,0250,52.504505,-2.558734,680,245,1852,0
EGMV,0100,51.331169,-1.934788,355,95,2772,0
EGMV,0280,51.330498,-1.922667,355,275,2772,0
EGMW,0050,53.040730,-3.227208,1131,48,2809,0
EGMW,0230,53.045918,-3.217737,1131,228,2809,0
EGMX,0100,51.719994,-2.854636,76,101,2672,0
EGMX,0280,51.718651,-2.843004,76,281,2672,0
EGMY,0010,52.968060,-1.749327,585,8,1919,0
EGMY,0190,52.973263,-1.748036,585,188,1919,0
EGNE,0030,53.273357,-0.957008,81,28,5862,0
EGNE,0140,53.282463,-0.967242,81,144,2967,0
EGNE,0210,53.287937,-0.945669,81,208,5862,0
EGNE,0320,53.276131,-0.958686,81,324,2967,0
EGNF,0060,53.315365,-1.199958,233,58,1712,0
EGNF,0240,53.318043,-1.193497,233,238,1712,0
EGNN,0100,51.411491,-2.224671,436,100,2045,0
EGNN,0280,51.410561,-2.215801,436,280,2045,0
EGNQ,0080,53.076752,-0.516131,238,77,1802,0
EGNQ,0260,53.077835,-0.508103,238,257,1802,0
EGNR,0040,53.171196,-2.987668,24,45,6672,0
EGNR,0220,53.185028,-2.967674,24,225,6672,0
EGNW,0030,53.313740,-0.351310,77,28,2157,0
EGNW,0150,53.319195,-0.352105,77,153,2176,0
EGNW,0210,53.319096,-0.347103,77,208,2157,0
EGNW,0330,53.314014,-0.347138,77,333,2176,0
EGNX,0090,52.830589,-1.349638,294,91,9481,0
EGNX,0270,52.831383,-1.306614,294,271,9481,0
EGNZ,0050,51.627079,-2.240089,577,47,1909,0
EGNZ,0100,51.629105,-2.248721,577,94,2444,0
EGNZ,0230,51.630657,-2.233925,577,227,1909,0
EGNZ,0280,51.628616,-2.237950,577,274,2444,0
EGOA,0020,51.790722,-1.838069,525,24,3011,0
EGOA,0200,51.798283,-1.832692,525,204,3011,0
EGOB,0110,52.733227,-1.585918,365,107,1528,0
EGOB,0290,52.732021,-1.579289,365,287,1528,0
EGOC,0040,51.475014,-1.561109,679,38,2157,0
EGOC,0041,51.475327,-1.561045,679,37,2082,0
EGOC,0130,51.483788,-1.568567,679,124,3188,0
EGOC,0160,51.483585,-1.562131,679,163,2459,0
EGOC,0220,51.479660,-1.555235,679,218,2157,0
EGOC,0222,51.479866,-1.555482,679,217,2082,0
EGOC,0310,51.478844,-1.556982,679,304,3188,0
EGOC,0340,51.477131,-1.559005,679,343,2459,0
EGOE,0040,52.870602,-2.536022,266,46,3029,0
EGOE,0100,52.873428,-2.539622,266,103,2921,0
EGOE,0170,52.877182,-2.530734,266,173,2589,0
EGOE,0220,52.876751,-2.526769,266,226,3029,0
EGOE,0280,52.872192,-2.526507,266,283,2921,0
EGOE,0350,52.870209,-2.528507,266,353,2589,0
EGOO,0060,53.031906,-1.837237,995,55,1719,0
EGOO,0240,53.034599,-1.830800,995,235,1719,0
EGOR,0090,53.163605,-2.575186,146,86,1706,0
EGOR,0120,53.166508,-2.575744,146,117,1939,0
EGOR,0130,53.165077,-2.574182,146,126,1512,0
EGOR,0270,53.163963,-2.567404,146,266,1706,0
EGOR,0300,53.164104,-2.567830,146,297,1939,0
EGOR,0310,53.162659,-2.568558,146,306,1512,0
EGOS,0050,52.792679,-2.676662,241,49,4506,0
EGOS,0180,52.801842,-2.667952,241,184,6002,0
EGOS,0230,52.801468,-2.662292,241,229,4506,0
EGOS,0360,52.785378,-2.667907,241,4,6002,0
EGOZ,0160,53.116837,-1.946063,1387,153,1613,0
EGOZ,0340,53.112900,-1.942695,1387,333,1613,0
EGPZ,0080,52.313698,-0.365964,212,77,2058,0
EGPZ,0260,52.314987,-0.356972,212,257,2058,0
EGQN,0090,52.271988,-0.077300,53,93,2857,0
EGQN,0170,52.275623,-0.070467,53,166,1515,0
EGQN,0270,52.271523,-0.064516,53,273,2857,0
EGQN,0350,52.271587,-0.068848,53,346,1515,0
EGQU,0100,52.745888,-0.348820,12,98,2814,0
EGQU,0280,52.744850,-0.336185,12,278,2814,0
EGQX,0010,51.471321,-2.403769,285,10,1598,0
EGQX,0190,51.475632,-2.402509,285,190,1598,0
EGQZ,0150,52.586281,-2.639975,375,153,1694,0
EGQZ,0330,52.582146,-2.636498,375,333,1694,0
EGRA,0020,52.364456,-0.479695,214,16,2366,0
EGRA,0200,52.370682,-0.476694,214,196,2366,0
EGRG,0040,52.817142,-1.904051,408,37,2286,0
EGRG,0220,52.822155,-1.897821,408,217,2286,0
EGRM,0050,52.434319,-0.149323,76,50,3433,0
EGRM,0230,52.440369,-0.137484,76,230,3433,0
EGRN,0160,51.603977,-1.183988,153,164,2729,0
EGRN,0340,51.596783,-1.180676,153,344,2729,0
EGRQ,0050,52.183685,-0.518339,119,54,1578,0
EGRQ,0230,52.186241,-0.512643,119,234,1578,0
EGRR,0100,51.254570,-2.330967,348,100,2892,0
EGRR,0280,51.253166,-2.318492,348,280,2892,0
EGRU,0010,53.058281,-3.324595,343,11,3693,0
EGRU,0190,53.068214,-3.321296,343,191,3693,0
EGRV,0060,53.321117,-0.262407,155,61,2454,0
EGRV,0240,53.324329,-0.252504,155,241,2454,0
EGRZ,0100,51.596416,-0.897286,506,100,3113,0
EGRZ,0280,51.594990,-0.883734,506,280,3113,0
