UHMI,Park,1,68.867927,-179.380279,7.0,62.6,2,
UHMI,Park,2,68.867779,-179.379958,7.0,63.2,2,
UHMI,Park,3,68.867637,-179.379637,7.0,63.4,2,
UHMI,Park,4,68.867484,-179.379348,7.0,64.1,2,
UHMI,Park,5,68.867339,-179.379035,7.0,67.2,2,
UHMI,Park,6,68.867186,-179.378730,7.0,64.0,2,
UHMI,Park,7,68.867024,-179.378457,7.0,66.5,2,
UHMI,Park,8,68.866870,-179.378144,7.0,60.2,2,
UHMI,Park,9,68.866668,-179.377702,5.0,60.0,13,
UHMI,Park,10,68.866384,-179.377157,10.0,55.3,12,
